model,year,Price,transmission,mileage,fuelType,tax,mpg,engineSize
 Kawasaki,2019,19995,Automatic,2000,Petrol,125,25.2,2
 KTM,2019,12245,Manual,2500,Petrol,125,22.5,2
 Hero,2019,9495,Manual,2000,Petrol,125,28.7,1
 Yamaha,2019,11030.5,Manual,2292,Petrol,125,51,2
 Beneli,2019,29995,Automatic,2988,Petrol,125,22.8,2
 Beneli,2019,23995,Automatic,2129,Petrol,125,22.2,2
 Suzuki,2018,19997.5,Automatic,25889,Petrol,125,22,2
 KTM,2020,13044.5,Automatic,6000,Petrol,125,22.2,2
 Suzuki,2020,22495,Automatic,6000,Petrol,125,27.2,2
 KTM,2020,12412.5,Manual,6000,Petrol,125,22.5,2
 Bajaj,2019,15995,Automatic,2500,Petrol,125,21,2
 KTM,2019,12745,Manual,2500,Petrol,125,22.5,2
 Bajaj,2019,18745,Automatic,9750,Petrol,125,20.7,2
 Hero,2019,11029.5,Automatic,6000,Petrol,125,22.8,1
 Yamaha,2016,7995,Manual,20851,Petrol,20,56.5,1
 Beneli,2020,44995,Automatic,5000,Petrol,125,29.2,2
 Yamaha,2019,11995,Automatic,2778,Petrol,125,20.9,2
 Yamaha,2019,11995,Automatic,6000,Petrol,125,52.2,2
 KTM,2019,12995,Manual,6000,Petrol,125,26.2,2
 Royal Enfield,2019,16495,Automatic,500,Petrol,125,50.2,2
 Honda,2019,15995,Automatic,8011,Petrol,125,27.9,2
 Bajaj,2019,14995,Automatic,2272,Petrol,125,21.7,2
 Suzuki,2020,24495,Automatic,5000,Petrol,125,117.7,2
 Bajaj,2017,10245,Manual,25807,Petrol,125,29.6,1
 Tvs,2017,15995,Automatic,2272,Petrol,125,22.8,2
 KTM,2019,11245,Manual,2022,Petrol,125,29.6,2
 Yamaha,2019,11483.5,Manual,6000,Petrol,125,22.5,2
 Beneli,2019,22995,Automatic,6000,Petrol,125,22.2,2
 Tvs,2019,12995,Automatic,10652,Petrol,125,28.7,2
 Bajaj,2019,12495,Manual,6000,Petrol,125,20.9,2
 Beneli,2019,22995,Automatic,100,Petrol,125,22.2,2
 Italjet,2017,30745,Automatic,18881,Petrol,125,29.2,2
 KTM,2019,12845,Automatic,2000,Petrol,125,22.2,2
 Yamaha,2019,11245,Manual,2000,Petrol,125,22.1,2
 Ducati,2019,23995,Automatic,2582,Petrol,125,29.7,2
 Hero,2016,5995,Manual,15982,Petrol,0,67.2,1
 KTM,2017,10495,Automatic,21690,Petrol,125,52.2,1
 Yamaha,2017,8995,Manual,18092,Petrol,125,60.1,1
 Suzuki,2018,16995,Automatic,12667,Petrol,125,20.2,2
 KTM,2020,13069.5,Automatic,6000,Petrol,125,22.2,2
 Tvs,2017,7883.5,Manual,22171,Petrol,125,50.2,2
 Yamaha,2018,10995,Automatic,17800,Petrol,125,62.8,2
 KTM,2019,12745,Manual,6000,Petrol,125,22.5,2
 Bajaj,2019,20495,Automatic,500,Petrol,125,21,2
 Hero,2019,10297.5,Manual,6000,Petrol,125,27.9,1
 KTM,2019,11745,Manual,822,Petrol,125,22.8,2
 Bajaj,2019,16041,Manual,6000,Petrol,125,20.9,2
 Hero,2017,6345,Manual,29020,Petrol,20,55.2,1
 Hero,2016,5395,Manual,29715,Petrol,0,67.2,1
 Bajaj,2019,19495,Automatic,2000,Petrol,125,22.1,2
 KTM,2019,12239.5,Manual,2561,Petrol,125,22.5,2
 Bajaj,2019,13495,Manual,2500,Petrol,125,22.8,2
 Kawasaki,2019,13995,Automatic,5000,Petrol,125,25.2,2
 Kawasaki,2019,13495,Manual,2500,Petrol,125,28.2,2
 Bajaj,2019,13995,Manual,5000,Petrol,125,29.8,2
 Honda,2019,14495,Automatic,11000,Petrol,125,50.2,2
 Tvs,2012,6570.5,Automatic,28510,Petrol,125,57.6,2
 Bajaj,2020,15495,Automatic,700,Petrol,150,29.8,2
 KTM,2018,11495,Manual,10500,Petrol,150,29.6,1
 Yamaha,2017,12995,Automatic,25872,Petrol,150,22.5,2
 Hero,2017,5995,Manual,27217,Petrol,150,67.2,1
 Hero,2017,5995,Manual,26992,Petrol,0,76.2,2
 Beneli,2016,16495,Automatic,25285,Petrol,200,27.9,2
 Hero,2016,6995,Manual,22271,Petrol,20,55.2,1
 Hero,2018,8745,Automatic,2712,Petrol,125,56.5,1
 Yamaha,2017,8495,Manual,26252,Petrol,20,60.1,1
 Tvs,2017,6745,Manual,25522,Petrol,125,52.2,1
 Yamaha,2017,8225,Automatic,27697,Petrol,150,65.7,2
 Tvs,2017,12645,Automatic,22857,Petrol,220,28.7,2
 Bajaj,2020,15225,Automatic,2000,Petrol,125,27.1,2
 Hero,2019,10745,Automatic,11210,Petrol,150,27.1,1
 KTM,2019,11226.5,Manual,7262,Petrol,150,22.8,2
 Bajaj,2015,8995,Manual,26600,Petrol,165,29.6,2
 Hero,2012,5495,Manual,50500,Petrol,20,68.9,2
 Yamaha,2017,12245,Automatic,26590,Petrol,165,22.5,2
 Aprilia,2018,24995,Automatic,22767,Petrol,125,22.1,2.9
 Honda,2020,24495,Automatic,6000,Petrol,150,20.7,2
 Suzuki,2017,11745,Automatic,21018,Petrol,200,27.1,2
 Honda,2017,10495,Manual,22728,Petrol,125,58.9,2
 Bajaj,2019,15495,Automatic,6681,Petrol,125,28.7,2
 Hero,2016,7397.5,Manual,28892,Petrol,20,58.9,1
 Bajaj,2018,12425,Automatic,15292,Petrol,125,20.2,2
 Tvs,2018,12245,Automatic,16952,Petrol,125,28.7,2
 Tvs,2018,10725,Automatic,9555,Petrol,125,50.2,1
 Tvs,2016,8450,Automatic,11000,Petrol,20,55.2,2
 Yamaha,2019,13145,Automatic,2225,Petrol,125,51,2
 Suzuki,2019,16975,Automatic,2192,Petrol,125,28.2,2
 Tvs,2018,9245,Automatic,17012,Petrol,125,51,1
 Beneli,2020,25997.5,Automatic,2000,Petrol,125,22.2,2
 Honda,2012,7500,Automatic,29072,Petrol,125,55.2,2
 Yamaha,2015,4997.5,Manual,29565,Petrol,125,52.2,1
 Bajaj,2019,14495,Automatic,5252,Petrol,125,27.1,2
 Yamaha,2019,12495,Automatic,5872,Petrol,125,50.2,2
 Suzuki,2018,16995,Automatic,12000,Petrol,125,20.2,2
 Kawasaki,2016,19997.5,Automatic,16000,Petrol,200,22,2
 Yamaha,2018,10995,Automatic,10500,Petrol,125,56.5,2
 Suzuki,2015,13495,Automatic,28162,Petrol,225,22.8,2
 Yamaha,2019,10745,Automatic,15116,Petrol,125,22.2,2
 Beneli,2017,17747.5,Automatic,22289,Petrol,125,27.9,2
 Suzuki,2017,11475,Automatic,29227,Petrol,125,56.5,2
 Yamaha,2019,10745,Automatic,12152,Petrol,150,22.2,2
 Honda,2019,17495,Automatic,5201,Petrol,150,29.2,2
 Yamaha,2019,11145,Manual,2522,Petrol,150,22.2,2
 Yamaha,2019,12245,Automatic,5522,Petrol,150,22.2,2
 Bajaj,2019,13975,Automatic,1701,Petrol,150,28.7,2
 Suzuki,2019,15975,Automatic,11296,Petrol,150,28.2,2
 Yamaha,2019,11475,Automatic,6605,Petrol,125,51,2
 Tvs,2019,13375,Automatic,2212,Petrol,125,29.6,2
 Yamaha,2019,12975,Automatic,7261,Petrol,125,51,2
 Bajaj,2015,7625,Automatic,56210,Petrol,160,50.2,2
 Mahindra,2017,12430,Automatic,12298,Petrol,125,52.2,2
 Hero,2016,5035,Manual,21188,Petrol,0,67.2,1
 Yamaha,2018,10480,Automatic,15212,Petrol,125,56.5,2
 Beneli,2016,13995,Automatic,55029,Petrol,200,27.9,2
 Hero,2015,4835.5,Manual,25922,Petrol,0,67.2,1
 Honda,2015,5820.5,Automatic,81228,Petrol,20,67.2,2
 Yamaha,2018,9245.5,Automatic,22205,Petrol,125,56.5,2
 Tvs,2019,13475,Automatic,6000,Petrol,125,28.2,2
 Royal Enfield,2019,13997.5,Automatic,8000,Petrol,125,28.7,2
 Royal Enfield,2019,13997.5,Automatic,5000,Petrol,125,20.2,2
 Suzuki,2020,24995,Automatic,5000,Petrol,125,22.5,2
 Beneli,2016,15245,Automatic,62260,Petrol,200,27.9,2
 Suzuki,2019,16645,Automatic,5920,Petrol,125,28.2,2
 Suzuki,2019,18495,Automatic,6921,Petrol,125,22.1,2
 Beneli,2018,26495,Automatic,15887,Petrol,125,29.2,2
 Royal Enfield,2019,17475,Automatic,2760,Petrol,125,22.8,2
 Kawasaki,2019,15995,Automatic,2871,Petrol,125,22,2
 Bajaj,2019,14450,Automatic,6266,Petrol,125,22,2
 Tvs,2019,13247.5,Automatic,9662,Petrol,125,25.6,2
 Yamaha,2019,11725,Automatic,10122,Petrol,125,22,2
 Italjet,2016,24495,Automatic,51600,Petrol,225,29.2,2
 BMW,2018,19495,Automatic,8872,Petrol,125,28.7,2
 Kawasaki,2019,12495,Automatic,2772,Petrol,125,20.9,2
 Tvs,2020,14497.5,Automatic,2000,Petrol,125,52.2,2
 Bajaj,2020,18747.5,Automatic,2000,Petrol,125,29.8,2
 Hero,2015,7225,Automatic,21996,Petrol,20,56.5,1
 Bajaj,2019,14925,Automatic,15628,Petrol,125,21.7,2
 Yamaha,2019,11345,Automatic,9818,Petrol,125,22.2,2
 Yamaha,2019,11495,Automatic,15202,Petrol,125,22,2
 Bajaj,2019,15225,Automatic,12222,Petrol,125,21.7,2
 Bajaj,2019,15225,Automatic,8761,Petrol,125,21.7,2
 Tvs,2016,8400,Automatic,22212,Petrol,20,65.7,2
 Yamaha,2017,10675,Automatic,22100,Petrol,125,56.5,2
 Tvs,2019,21770.5,Automatic,6229,Petrol,150,29.2,2
 Kawasaki,2016,8980.5,Manual,28505,Petrol,165,26.2,2
 Yamaha,2019,16055.5,Automatic,2877,Petrol,150,22.9,2
 KTM,2018,11245,Automatic,18872,Petrol,125,52.2,1
 Tvs,2019,11995,Manual,5000,Petrol,125,28.2,2
 KTM,2019,11995,Manual,2282,Petrol,125,29.2,2
 KTM,2019,14995,Automatic,5112,Petrol,125,22.2,2
 Beneli,2019,22995,Automatic,11275,Petrol,125,22.2,2
 Suzuki,2015,13245,Automatic,22100,Petrol,225,22.8,2
 Hero,2017,7745,Automatic,12782,Petrol,125,56.5,1
 Bajaj,2020,13955.5,Manual,1912,Petrol,125,20.9,2
 Hero,2016,8245,Automatic,16121,Petrol,20,70.6,1
 Yamaha,2017,9997.5,Automatic,12212,Petrol,125,57.7,2
 KTM,2019,11995,Automatic,6992,Petrol,125,22.8,2
 Hero,2017,6645,Manual,8996,Petrol,0,67.2,1
 KTM,2019,11995,Automatic,1252,Petrol,125,22.8,2
 Beneli,2019,22995,Automatic,8500,Petrol,125,22.2,2
 Honda,2019,13995,Automatic,6000,Petrol,125,50.2,2
 Yamaha,2019,16995,Automatic,2290,Petrol,125,22.9,2
 Bajaj,2017,12836,Automatic,19221,Petrol,125,20.2,2
 Beneli,2016,15891,Automatic,22652,Petrol,200,27.9,2
 Yamaha,2016,8996,Automatic,27228,Petrol,125,57.6,2
 Beneli,2017,22895,Automatic,28516,Petrol,200,29.2,2
 Suzuki,2016,10997.5,Automatic,26528,Petrol,200,27.1,2
 Bajaj,2019,13747.5,Automatic,12000,Petrol,125,27.1,2
 Tvs,2020,16497.5,Automatic,2000,Petrol,125,22.2,2
 BMW,2018,17500,Automatic,2522,Petrol,125,20.2,2
 Yamaha,2017,8747.5,Manual,22000,Petrol,150,60.1,1
 Tvs,2017,8225,Automatic,20000,Petrol,150,70.6,2
 Yamaha,2016,8255.5,Manual,22711,Petrol,20,57.6,1
 Yamaha,2019,9555.5,Automatic,10225,Petrol,150,52.2,2
 Yamaha,2017,7225.5,Manual,29891,Petrol,20,61,1
 Hero,2019,9305.5,Manual,7692,Petrol,150,50.2,1
 Beneli,2018,24990.5,Automatic,20272,Petrol,150,29.2,2
 Yamaha,2017,8136,Manual,7226,Petrol,20,60.1,1
 Cf Moto,2018,47495,Automatic,2562,Petrol,125,22,5.2
 Suzuki,2016,10447.5,Automatic,20520,Petrol,200,27.1,2
 Bajaj,2017,9697.5,Manual,16297,Petrol,125,61,2
 Bajaj,2019,13625,Manual,2285,Petrol,125,29.8,2
 Yamaha,2019,12495,Automatic,6000,Petrol,125,22.1,2
 Suzuki,2019,15745,Automatic,2282,Petrol,125,29.2,2
 BMW,2019,25495,Automatic,5000,Petrol,125,20.2,2
 Bajaj,2019,13495,Manual,1212,Petrol,125,22.8,2
 Suzuki,2019,17995,Automatic,5000,Petrol,125,28.2,2
 Kawasaki,2019,15995,Automatic,5000,Petrol,125,27.2,2
 Royal Enfield,2019,15995,Automatic,1585,Petrol,125,27.2,2
 Bajaj,2019,13495,Manual,5000,Petrol,125,22.8,2
 Bajaj,2016,9475,Automatic,29275,Petrol,160,50.2,2
 Bajaj,2019,12975,Manual,1000,Petrol,125,20.9,2
 KTM,2019,10950,Manual,1000,Petrol,125,29.6,2
 KTM,2019,10900,Manual,1000,Petrol,125,29.6,2
 KTM,2019,12677,Automatic,1927,Petrol,125,22.8,2
 Yamaha,2019,10793,Automatic,12670,Petrol,125,22.2,2
 KTM,2017,10346,Manual,8621,Petrol,125,50.2,1
 KTM,2017,10656,Automatic,12257,Petrol,125,52.2,1
 Honda,2019,15443,Automatic,2596,Petrol,125,27.9,2
 Honda,2016,11891,Automatic,72090,Petrol,225,22.5,2
 Kawasaki,2019,16085,Automatic,12211,Petrol,125,22,2
 KTM,2019,10417,Manual,5880,Petrol,125,29.6,2
 KTM,2019,10643,Manual,722,Petrol,125,29.6,2
 Yamaha,2019,9415,Manual,9620,Petrol,125,22.8,2
 Hero,2015,6411,Manual,21851,Petrol,20,56.5,1
 Hero,2016,7497.5,Automatic,28626,Petrol,20,70.6,2
 Royal Enfield,2020,14875,Automatic,2000,Petrol,125,51,2
 Tvs,2018,9497.5,Manual,8220,Petrol,125,50.2,1
 Suzuki,2018,13245,Automatic,22100,Petrol,125,56.5,2
 Bajaj,2017,8497.5,Manual,18000,Petrol,20,61,2
 Honda,2016,7875,Manual,22228,Petrol,20,61,2
 BMW,2017,16975,Automatic,2685,Petrol,125,50.2,2
 Tvs,2019,21475,Automatic,2220,Petrol,125,20.9,2
 Tvs,2019,11875,Automatic,2000,Petrol,125,51,2
 Tvs,2019,13747.5,Automatic,6000,Petrol,125,28.7,2
 Beneli,2019,22475,Automatic,9000,Petrol,125,22.2,2
 Suzuki,2019,15475,Automatic,2000,Petrol,125,29.2,2
 Yamaha,2019,10975,Manual,5000,Petrol,125,51,2
 Tvs,2019,12525,Automatic,10205,Petrol,125,28.2,2
 Royal Enfield,2019,16720,Automatic,18961,Petrol,125,26.7,2
 Suzuki,2019,17468,Automatic,5607,Petrol,125,28.2,2
 Yamaha,2017,9221,Automatic,28829,Petrol,20,57.6,1
 Royal Enfield,2017,13995.5,Automatic,28272,Petrol,150,27.7,2
 KTM,2019,14783,Automatic,5122,Petrol,125,22.2,2
 Hero,2019,10095,Automatic,7282,Petrol,125,20.9,2
 Yamaha,2018,12736,Automatic,21825,Petrol,125,22.5,2
 Honda,2017,11301,Automatic,19721,Petrol,125,56.5,2
 Royal Enfield,2018,12225.5,Automatic,16292,Petrol,125,50.2,2
 Royal Enfield,2012,6920.5,Manual,28125,Petrol,20,61,2
 KTM,2017,8430.5,Manual,25257,Petrol,150,52.2,1
 Tvs,2019,11995,Manual,6267,Petrol,125,28.2,2
 Bajaj,2020,19165,Automatic,2815,Petrol,125,20.7,2
 Royal Enfield,2020,17610,Automatic,2709,Petrol,125,28.7,2
 Yamaha,2016,9481,Automatic,12505,Petrol,20,56.5,1
 Yamaha,2018,9320,Automatic,12710,Petrol,125,22.2,2
 KTM,2019,14428,Automatic,5605,Petrol,125,22.2,2
 Suzuki,2019,15662,Automatic,2860,Petrol,125,29.2,2
 Suzuki,2019,16547,Automatic,5291,Petrol,125,28.2,2
 KTM,2019,9903,Manual,6771,Petrol,125,29.6,2
 Suzuki,2019,16288,Automatic,6022,Petrol,125,28.2,2
 Suzuki,2019,17226,Automatic,6821,Petrol,125,28.2,2
 KTM,2019,10631,Manual,2868,Petrol,125,29.6,2
 KTM,2019,10586,Manual,5999,Petrol,125,29.6,2
 KTM,2019,10741,Manual,1998,Petrol,125,29.6,2
 Yamaha,2015,7831,Manual,22226,Petrol,20,57.6,1
 Hero,2019,10013,Automatic,7000,Petrol,125,27.1,1
 Yamaha,2019,10505,Automatic,21272,Petrol,125,20.2,2
 Suzuki,2018,16586,Automatic,9227,Petrol,125,20.2,2
 Yamaha,2019,10003,Automatic,2007,Petrol,125,70.6,2
 Yamaha,2017,7800.5,Manual,50689,Petrol,125,65.7,2
 Bajaj,2019,13473,Automatic,15811,Petrol,125,28.2,2
 Tvs,2019,11170,Manual,10606,Petrol,125,29.2,2
 Tvs,2019,12645,Automatic,2598,Petrol,125,25.6,2
 Honda,2017,14250,Automatic,26292,Petrol,150,25.6,2
 BMW,2016,10982.5,Automatic,22620,Petrol,160,29.6,2
 BMW,2019,21494.5,Automatic,5000,Petrol,125,27.7,2
 Tvs,2020,21945,Automatic,8115,Petrol,125,29.8,2
 Bajaj,2019,12690,Automatic,11612,Petrol,125,28.7,2
 Mahindra,2019,15860,Automatic,15202,Petrol,125,27.1,2
 Tvs,2019,13580,Automatic,17790,Petrol,125,27.9,2
 Tvs,2019,12152.5,Automatic,12762,Petrol,125,28.2,2
 Yamaha,2019,10638,Automatic,9052,Petrol,125,52.2,2
 Royal Enfield,2019,18510,Automatic,20091,Petrol,125,28.7,2
 Tvs,2018,15330.5,Automatic,21850,Petrol,125,26.7,2
 KTM,2019,10711,Manual,2877,Petrol,125,29.6,2
 Tvs,2019,11883,Automatic,9892,Petrol,125,28.7,2
 Yamaha,2019,9265,Automatic,9961,Petrol,125,52.2,2
 Royal Enfield,2019,12580,Automatic,9889,Petrol,125,29.6,2
 Bajaj,2017,12676,Automatic,7957,Petrol,200,20.2,2
 Yamaha,2020,10800,Manual,1222,Petrol,125,56.5,2
 KTM,2019,11392,Manual,2569,Petrol,125,20.9,2
 Yamaha,2016,8605.5,Manual,21776,Petrol,20,58.9,1
 Yamaha,2019,9950,Manual,8078,Petrol,125,51,2
 Yamaha,2019,10315,Manual,5922,Petrol,125,51,2
 Honda,2019,23106,Automatic,5229,Petrol,125,26.2,2
 Royal Enfield,2019,14010,Automatic,9292,Petrol,125,25.6,2
 Tvs,2019,10955,Automatic,8582,Petrol,125,51,2
 Tvs,2017,10750,Automatic,21822,Petrol,20,65.7,2
 Yamaha,2017,10000,Manual,12920,Petrol,150,62.8,2
 Hero,2017,8000,Manual,22766,Petrol,20,55.2,1
 Suzuki,2019,16050.5,Automatic,6875,Petrol,125,29.2,2
 Hero,2016,5531,Manual,26916,Petrol,0,67.2,1
 Yamaha,2017,11681,Automatic,22687,Petrol,125,22.5,2
 Royal Enfield,2016,9749.5,Automatic,21059,Petrol,160,50.2,2
 Royal Enfield,2017,9999.5,Manual,11881,Petrol,125,29.6,2
 Tvs,2016,7499.5,Manual,27820,Petrol,20,62.2,2
 Yamaha,2012,5499.5,Manual,22702,Petrol,20,60.1,1
 Yamaha,2017,10899.5,Automatic,27217,Petrol,150,22.5,2
 Bajaj,2019,13495.5,Manual,2512,Petrol,125,29.8,2
 Hero,2020,9165,Manual,1222,Petrol,125,29.6,1
 Honda,2019,18390,Automatic,8221,Petrol,125,22,2
 Suzuki,2019,16858,Automatic,5555,Petrol,125,28.2,2
 Suzuki,2019,18983,Automatic,2292,Petrol,125,22.1,2
 Yamaha,2017,8450,Automatic,22152,Petrol,20,62.8,2
 Bajaj,2019,13950,Automatic,2861,Petrol,125,28.7,2
 Hero,2019,10750,Automatic,5021,Petrol,125,22.8,2
 Yamaha,2017,7849.5,Automatic,19588,Petrol,125,70.6,2
 Yamaha,2015,5249.5,Manual,69122,Petrol,20,67.2,2
 Royal Enfield,2015,9500,Automatic,20108,Petrol,200,26.2,2
 Triumph,2018,26950,Automatic,5876,Petrol,125,22,2.9
 KTM,2019,14450,Automatic,6005,Petrol,125,22.2,2
 Hero,2016,6450,Manual,27062,Petrol,20,55.2,1
 Yamaha,2017,9450,Automatic,27217,Petrol,150,56.5,2
 Yamaha,2017,9950,Automatic,22189,Petrol,150,56.5,2
 Bajaj,2017,10500,Automatic,20218,Petrol,150,27.9,1
 Yamaha,2016,6950,Manual,27982,Petrol,20,60.1,1
 KTM,2019,11950,Manual,2728,Petrol,150,22.5,2
 Mahindra,2018,19250,Automatic,19112,Petrol,150,29.8,2
 Hero,2016,6415.5,Manual,29891,Petrol,0,76.2,2
 BMW,2018,19286,Automatic,2229,Petrol,125,20.2,2
 KTM,2019,11493,Automatic,5212,Petrol,125,26.2,2
 Yamaha,2018,13646,Automatic,9101,Petrol,125,22.1,2
 KTM,2017,11316,Automatic,15662,Petrol,125,57.7,2
 Beneli,2017,18721,Automatic,20801,Petrol,125,27.9,2
 Suzuki,2018,12291,Automatic,62229,Petrol,125,20.9,2
 Bajaj,2016,7720.5,Manual,20600,Petrol,125,56.5,2
 Suzuki,2018,13971,Automatic,18029,Petrol,125,20.9,2
 Bajaj,2020,15105,Automatic,1201,Petrol,125,28.7,2
 Bajaj,2020,15995,Automatic,2166,Petrol,125,27.1,2
 Bajaj,2020,17105,Automatic,1766,Petrol,125,21.7,2
 Hero,2018,8006,Automatic,28282,Petrol,125,56.5,1
 Harley Davidson,2019,28000,Automatic,9126,Petrol,125,22.6,2
 Honda,2019,15000,Automatic,6101,Petrol,125,27.9,2
 Harley Davidson,2019,26500,Automatic,9002,Petrol,125,22.6,2
 Honda,2017,9950,Automatic,22112,Petrol,125,56.5,2
 Hero,2019,10750,Automatic,1822,Petrol,125,20.9,2
 Yamaha,2017,12450,Automatic,29822,Petrol,125,22.5,2
 Suzuki,2012,10975,Automatic,29600,Petrol,260,22,2
 Honda,2016,10095,Automatic,12662,Petrol,20,61,2
 Aprilia,2015,14997.5,Automatic,25905,Petrol,565,26.2,2.2
 Suzuki,2018,13888.5,Automatic,12199,Petrol,125,55.2,2
 KTM,2019,10341,Automatic,8296,Petrol,125,27.9,2
 Suzuki,2019,17206,Automatic,5990,Petrol,125,28.2,2
 Hero,2020,9805,Manual,877,Petrol,125,28.7,1
 Cf Moto,2020,66950,Automatic,222,Petrol,125,21,5.2
 Yamaha,2019,9450,Manual,512,Petrol,150,51,2
 Hero,2012,5950,Manual,11855,Petrol,125,52.2,1
 Kawasaki,2017,10250,Manual,22299,Petrol,150,27.1,2
 KTM,2019,11250,Automatic,2781,Petrol,150,22.5,1
 Suzuki,2016,16450,Automatic,21267,Petrol,220,22.2,2
 Yamaha,2019,15950,Automatic,6257,Petrol,150,22.5,2
 Yamaha,2019,17000,Automatic,2000,Petrol,125,22.2,2
 Tvs,2020,26000,Automatic,1000,Petrol,125,20.9,2
 KTM,2019,10750,Manual,2000,Petrol,125,29.6,2
 Yamaha,2019,11500,Automatic,2000,Petrol,125,20.9,2
 Bajaj,2019,12500,Manual,2000,Petrol,125,20.9,2
 KTM,2019,11000,Manual,2000,Petrol,125,29.6,2
 Suzuki,2019,22500,Automatic,2920,Petrol,125,117.7,2
 Yamaha,2019,15750,Automatic,1000,Petrol,125,26.7,2
 KTM,2019,10750,Manual,1000,Petrol,125,27.9,2
 Beneli,2020,39000,Automatic,1000,Petrol,125,20.1,2
 Tvs,2020,13000,Manual,1000,Petrol,125,29.2,2
 Tvs,2020,17250,Automatic,1000,Petrol,125,25.6,2
 BMW,2020,24250,Automatic,2000,Petrol,125,29.2,2
 Suzuki,2020,18500,Automatic,1000,Petrol,125,28.2,2
 KTM,2020,12000,Manual,1000,Petrol,125,22.5,1
 KTM,2020,13000,Automatic,1000,Petrol,125,26.2,2
 Bajaj,2019,13000,Manual,2000,Petrol,125,22.8,2
 Royal Enfield,2019,17250,Automatic,2000,Petrol,125,27.7,2
 Tvs,2020,15750,Automatic,1000,Petrol,125,52.2,2
 Tvs,2020,14250,Manual,1000,Petrol,125,29.2,2
 Yamaha,2019,11500,Automatic,2000,Petrol,125,20.9,2
 Tvs,2020,12500,Manual,1000,Petrol,125,22.2,2
 Yamaha,2019,9350,Manual,11227,Petrol,150,55.2,2
 Bajaj,2017,10750,Automatic,10229,Petrol,165,50.2,2
 Bajaj,2016,9400,Manual,20871,Petrol,150,29.6,1
 Kawasaki,2020,24500,Automatic,2060,Petrol,125,20.7,2
 Beneli,2019,34500,Automatic,1,Petrol,125,20.1,2
 Yamaha,2019,12000,Automatic,2058,Petrol,125,22.2,2
 Yamaha,2019,12250,Automatic,2226,Petrol,125,22.5,2
 Yamaha,2016,7350,Manual,22288,Petrol,20,60.1,1
 Bajaj,2017,8950,Manual,20622,Petrol,125,51,1
 Kawasaki,2020,14500,Automatic,1000,Petrol,125,20.9,2
 Bajaj,2020,14250,Automatic,1000,Petrol,125,27.1,2
 Suzuki,2020,17500,Automatic,5000,Petrol,125,28.2,2
 Yamaha,2019,15250,Automatic,266,Petrol,150,22.9,2
 Hero,2018,7450,Manual,12992,Petrol,150,55.2,1
 Tvs,2017,11400,Automatic,20521,Petrol,150,50.2,2
 Honda,2019,16250,Automatic,11698,Petrol,150,29.8,2
 Suzuki,2019,17950,Automatic,2269,Petrol,150,28.2,2
 Yamaha,2019,11450,Manual,2255,Petrol,150,52.2,2
 Suzuki,2019,17950,Automatic,2258,Petrol,150,28.2,2
 Royal Enfield,2020,15000,Automatic,1000,Petrol,125,27.1,2
 Royal Enfield,2020,19000,Automatic,1000,Petrol,125,50.2,2
 Royal Enfield,2020,15000,Automatic,1000,Petrol,125,50.2,2
 Hero,2019,11450,Automatic,2200,Petrol,150,20.9,2
 Hero,2016,8000,Automatic,27618,Petrol,20,70.6,1
 Harley Davidson,2020,29000,Automatic,2000,Petrol,125,22.6,2
 Beneli,2020,26000,Automatic,1000,Petrol,125,22.2,2
 Bajaj,2020,19000,Automatic,2000,Petrol,125,20.7,2
 Bajaj,2018,9450,Manual,8560,Petrol,125,51,1
 Honda,2019,30000,Automatic,1000,Petrol,125,25.8,2
 Royal Enfield,2019,16250,Automatic,1000,Petrol,125,27.1,2
 Bajaj,2019,12500,Manual,1000,Petrol,125,20.9,2
 Royal Enfield,2020,15500,Automatic,1000,Petrol,125,27.1,2
 Tvs,2020,22000,Automatic,1000,Petrol,125,29.8,2
 Yamaha,2020,13250,Manual,100,Petrol,125,52.2,2
 Tvs,2020,12750,Manual,1000,Petrol,125,22.2,2
 Tvs,2020,12750,Manual,1000,Petrol,125,22.2,2
 Royal Enfield,2020,13250,Automatic,5000,Petrol,125,27.1,2
 Bajaj,2020,15000,Manual,1000,Petrol,125,20.9,2
 KTM,2018,11400,Automatic,7899,Petrol,150,52.2,1
 Tvs,2018,12450,Automatic,20182,Petrol,150,60.1,2
 Suzuki,2019,17000,Automatic,1000,Petrol,125,28.2,2
 Bajaj,2019,13000,Manual,2000,Petrol,125,22.8,2
 Suzuki,2019,17000,Automatic,1000,Petrol,125,28.2,2
 Bajaj,2019,13000,Manual,1000,Petrol,125,22.8,2
 Royal Enfield,2019,16000,Manual,2000,Petrol,125,27.2,2
 Bajaj,2019,15500,Manual,2000,Petrol,125,29.8,2
 Yamaha,2019,15950,Automatic,2829,Petrol,125,22.9,2
 Tvs,2019,12000,Manual,1000,Petrol,125,29.2,2
 Honda,2019,15500,Automatic,9577,Petrol,125,27.9,2
 Suzuki,2019,17750,Automatic,6272,Petrol,125,28.2,2
 Tvs,2019,12500,Automatic,1000,Petrol,125,28.2,2
 Suzuki,2019,17000,Automatic,5027,Petrol,125,28.2,2
 Royal Enfield,2019,15000,Automatic,1000,Petrol,125,27.1,2
 Royal Enfield,2019,14000,Automatic,6596,Petrol,125,27.1,2
 Yamaha,2019,9850,Manual,2272,Petrol,125,51,2
 Royal Enfield,2019,14250,Automatic,5272,Petrol,125,27.7,2
